toy_quality_bad_improvement_TT;§RBad Improvement§!;;;;;;;;;;;;;x
toy_quality_mid_improvement_TT;§YDecent Improvement§!;;;;;;;;;;;;;x
toy_quality_good_improvement_TT;§GGood Improvement§!;;;;;;;;;;;;;x
toy_quality_no_improvement_TT;§RNo Improvement§!;;;;;;;;;;;;;x
quest_build_factory_TT;§GHigh chance of succes§!;;;;;;;;;;;;;x
quest_build_factory_TT_5050;§RLow chance of succes§!;;;;;;;;;;;;;x
inspirational_quest_tt_1;§GGo to the courtyard§!;;;;;;;;;;;;;x
inspirational_quest_tt_2;§GGo to town§!;;;;;;;;;;;;;x
inspirational_quest_tt_3;§GTalk to the Gardener§!;;;;;;;;;;;;;x
inspirational_quest_tt_4;§GTalk to a random courtier§!;;;;;;;;;;;;;x
inspirational_quest_tt_5;§GLearn about flowers§!;;;;;;;;;;;;;x
inspirational_quest_tt_6;§GTake a flower§!;;;;;;;;;;;;;x
inspirational_quest_tt_7;§GGet back to work§!;;;;;;;;;;;;;x
inspirational_quest_tt_8;§GGet back to work§!;;;;;;;;;;;;;x
inspirational_quest_tt_9;§GDebate§!;;;;;;;;;;;;;x
inspirational_quest_tt_10;§GListen to their story§!;;;;;;;;;;;;;x
inspirational_quest_tt_11;§GEnlightened§!;;;;;;;;;;;;;x
inspirational_quest_tt_12;§GReflect on your sins§!;;;;;;;;;;;;;x
inspirational_quest_tt_13;§GTalk to the Shopkeeper§!;;;;;;;;;;;;;x
inspirational_quest_tt_14;§GGet out of town§!;;;;;;;;;;;;;x
inspirational_quest_tt_15;§GBuy Art§!;;;;;;;;;;;;;x
inspirational_quest_tt_16;§GDiscuss Art§!;;;;;;;;;;;;;x
inspirational_quest_tt_17;§GListen to the story§!;;;;;;;;;;;;;x
inspirational_quest_tt_18;§GMove on§!;;;;;;;;;;;;;x
inspirational_quest_tt_19;§GWalk to farm§!;;;;;;;;;;;;;x
inspirational_quest_tt_20;§GWalk to forest§!;;;;;;;;;;;;;x
inspirational_quest_tt_21;§GDrink Tea§!;;;;;;;;;;;;;x
inspirational_quest_tt_22;§GTalked with Spirit§!;;;;;;;;;;;;;x
build_factory_tt;§YNote:§M You'll get a decision that makes building a factory cheaper.§!;;;;;;;;;;;;;x
chose_mechanic_mastery;§GMaster Mechanery§!;;;;;;;;;;;;;x
chose_engineer_mastery;§GMaster Engineering§!;;;;;;;;;;;;;x
chose_designer_mastery;§GMaster Designing§!;;;;;;;;;;;;;x
TITLE_MECH_10;Pursue your Mastery;;;;;;;;;;;;;x
DESC_MECH_10;In order to reach higher limits I must specialise in a form craft. Many things within the Mechanists Guild require either to be a Mechanic, Engineer or Designer so it would be a good choice to make that my specialisation.;;;;;;;;;;;;;x
OPTA_MECH10;A Mechanic for sure.;;;;;;;;;;;;;x
OPTB_MECH10;Engineering is a good skill.;;;;;;;;;;;;;x
OPTC_MECH10;What can I do without a plan?;;;;;;;;;;;;;x
TITLE_MECH_11;Mastery being pursued;;;;;;;;;;;;;x
DESC_MECH_11;My first task that I got from my mentor was to make some prototypes of a little robot. He wanted me to utilise my skills in order to make a little singing monkey.;;;;;;;;;;;;;x
OPTA_MECH11;I will take my time for this.;;;;;;;;;;;;;x
OPTB_MECH11;WHY WON'T IT JUST WORK!?;;;;;;;;;;;;;x
TITLE_MECH_12;Investment needed;;;;;;;;;;;;;x
DESC_MECH_12;For my training my mentor has sent me out to collect some parts to build the little monkey, however it would cost me alot to import these specific parts from across the country.;;;;;;;;;;;;;x
OPTA_MECH12;My reward for doing so shall be great.;;;;;;;;;;;;;x
OPTB_MECH12;Should I bother?;;;;;;;;;;;;;x
TITLE_MECH_13;Mastering my craft.;;;;;;;;;;;;;x
DESC_MECH_13;Now that I've finished the robot monkey, mentor has instructed me to do something all on my own with no prior inspiration or task. I am really being put up to the task now.;;;;;;;;;;;;;x
OPTA_MECH13;I'll be creative.;;;;;;;;;;;;;x
OPTB_MECH13;I'll just work on some machinery.;;;;;;;;;;;;;x
OPTC_MECH13;There's no urgency to do anything…;;;;;;;;;;;;;x
TITLE_MECH_14;A Master;;;;;;;;;;;;;x
DESC_MECH_14A;After some grueling months of hard excercises and tasks, mentor has commended me and told me that I am now a true Mechanic in his eyes. I'll be able to do my own work and make my own decisions on what I can make.;;;;;;;;;;;;;x
DESC_MECH_14B;My mentor has told me after some months that I have earned his approval and that I am now a Engineer just like him. He commended me on my work ethic and how I smart I am.;;;;;;;;;;;;;x
DESC_MECH_14C;My mentor came up to me last night telling me that he loved all the plans I had drawn up. He told me that I am a true Designer ready to make great projects.;;;;;;;;;;;;;x
OPTA_MECH14;A Mechanic I am!;;;;;;;;;;;;;x
OPTB_MECH14;3 Hurrays for the Engineer!;;;;;;;;;;;;;x
OPTC_MECH14;I'll draw up a nice celebration cake!;;;;;;;;;;;;;x
TITLE_MECH_20;Invited Mechanic;;;;;;;;;;;;;x
DESC_MECH_20;A fellow Machinist from the Guild has shown up at my court ready to service my country. Although I requested his presence perhaps I don't need someone as I am a great Mechanist myself...;;;;;;;;;;;;;x
OPTA_MECH20;Welcome!;;;;;;;;;;;;;x
OPTB_MECH20;I have no need for him.;;;;;;;;;;;;;x
TITLE_MECH_111;Factory Constructed;;;;;;;;;;;;;x
DESC_MECH_111;With the help of Mechanists I have been able to quickly put up a factory where I can start work on project within my country.;;;;;;;;;;;;;x
OPTA_MECH111;Lovely!;;;;;;;;;;;;;x
TITLE_MECH_112;Failure to build Factory;;;;;;;;;;;;;x
DESC_MECH_112;Due to my ineptitude the factory construction has fallen completely flat and the workers who I invited to build have all gone home. The society will surely scorn me for my failure.;;;;;;;;;;;;;x
OPTA_MECH112;Nobody's perfect…;;;;;;;;;;;;;x
TITLE_MECH_120;Walk for inspiration;;;;;;;;;;;;;x
DESC_MECH_120;On order of the society I have been tasked to go out a nice walk to get myself some new inspiration. It will help me make even better designs that have already been perfected by others. ;;;;;;;;;;;;;x
OPTA_MECH120;I'll walk around the castle.;;;;;;;;;;;;;x
OPTB_MECH120;I'll talk with some of the townspeople.;;;;;;;;;;;;;x
TITLE_MECH_121;The Courtyard;;;;;;;;;;;;;x
DESC_MECH_121;While talking a stroll within the courtyard I came across lots of people. It's just that I dont feel any wiser, are there any interesting people within my court that could help me with my mission? ;;;;;;;;;;;;;x
OPTA_MECH121;The gardener should a smart man to talk to.;;;;;;;;;;;;;x
OPTB_MECH121;Hey, you! Yes, you!;;;;;;;;;;;;;
TITLE_MECH_122;A talk about flowers;;;;;;;;;;;;;x
DESC_MECH_122;When I asked the gardener of the castle tell me about the gardens he told he organises all of it. He has lots of little patches and even grows his own cabbages behind the castle in the gardens. He's holding a flower up telling all about it's characteristics.;;;;;;;;;;;;;x
OPTA_MECH122;Wow that's interesting to hear.;;;;;;;;;;;;;x
OPTB_MECH122;It smells lovely!;;;;;;;;;;;;;x
TITLE_MECH_123;A story about a flower.;;;;;;;;;;;;;x
DESC_MECH_123;In a medieval castle, there was a beautiful flower with rich purple petals and a sweet fragrance. It grew in a small courtyard behind the castle walls, watched over by the castle's inhabitants. Despite their care, the flower began to wither and fade. But one day, with a bit of extra love, it bloomed again, bringing joy and beauty to the castle once more.';;;;;;;;;;;;;x
OPTA_MECH123;I feel inspired by your story, thank you.;;;;;;;;;;;;;x
TITLE_MECH_124;A dazzling flower.;;;;;;;;;;;;;x
DESC_MECH_124;The flower that the garderner gave me is so beautiful. I put in my throne room and every time a [GetManWomanOpp] walks in they would be struck by a daze of true beauty. My [GetHusbandWife] seems to have taken a better liking to me.;;;;;;;;;;;;;x
OPTA_MECH124;Flowers are magical.;;;;;;;;;;;;;x
TITLE_MECH_125;The startled courtier;;;;;;;;;;;;;x
DESC_MECH_125;As I shouted towards the man he would slightly jump out of shock. I walked over to him asked him some questions. He seemed without spirit so when I told him he should just drink some wine he said that he can't because he swore it off. I responded by telling him that's mad.;;;;;;;;;;;;;x
OPTA_MECH125;I shouldn't tell others what to do…;;;;;;;;;;;;;x
OPTB_MECH125;Why are you so sad?;;;;;;;;;;;;;x
TITLE_MECH_126;A debate.;;;;;;;;;;;;;x
DESC_MECH_126;As I backed down he would tell me that he swore off because he lost his son to alcohol and that he still griefs every day. Every day he walks up to the place where he lost his son, the dine room. Apparantly he was engaged to a daughter of a baron, however I'd never heard of them.;;;;;;;;;;;;;x
OPTA_MECH126;Emotions are very beautiful.;;;;;;;;;;;;;x
TITLE_MECH_127;A sad story.;;;;;;;;;;;;;x
DESC_MECH_127;He told me that he lost his son in an accident a few years back and now he has nothing left. His wife died long ago and now he's left with nothing. He hurts over the fact that he has no one left in his life.;;;;;;;;;;;;;x
OPTA_MECH127;Poor soul…;;;;;;;;;;;;;x
TITLE_MECH_128;In between the hustle and bustle;;;;;;;;;;;;;x
DESC_MECH_128;I have decided to go out into town to look for inspirations, surely the people living around me have some things that I have never seen before.;;;;;;;;;;;;;x
OPTA_MECH128;That shop has some pieces of art!;;;;;;;;;;;;;x
OPTB_MECH128;Maybe I'll go even further for more inspiration!;;;;;;;;;;;;;x
TITLE_MECH_129;A shopkeeper;;;;;;;;;;;;;x
DESC_MECH_129;As I walk up to this little the shop, the owner comes from the back. I asked how he knew I was infront of his store and he said that it was his intuition. Adding onto it by saying that it would be bad if it was a thief. ;;;;;;;;;;;;;x
OPTA_MECH129;I'm no thief! I'm a customer!;;;;;;;;;;;;;x
OPTB_MECH129;So uhh.. What's this piece?;;;;;;;;;;;;;x
TITLE_MECH_130;Little souvenir;;;;;;;;;;;;;x
DESC_MECH_130;Seeing my fancy clothes the shopkeeper gave a me a smirk and pronounced an outragious price, however to keep myself from the shame that he inquired that I might've been a thief I asked to buy the piece. He tells me he got inspiration from seeing all the people walk by his shop every day.;;;;;;;;;;;;;x
OPTA_MECH130;That's a lame story.;;;;;;;;;;;;;x
TITLE_MECH_131;Art Discussion;;;;;;;;;;;;;x
DESC_MECH_131;After asking about this piece he told me about the squares and how each one represents a different emotion. To me it's just squares, however he insists that there's a very deep meaning which the common mind wouldn't be able to comprehend and that that's why it is expensive.;;;;;;;;;;;;;x
OPTA_MECH131;Abstract art was and never will be good.;;;;;;;;;;;;;x
TITLE_MECH_132;The outside of town;;;;;;;;;;;;;x
DESC_MECH_132;When I walked pasted the main gate of the castle town I expierenced something I rarely do. The outside. I'm always stuck within the lazy and depressing walls of my castle. Further along the road I see it split up, which way should I go?;;;;;;;;;;;;;x
OPTA_MECH132;I'll walk up to that farm.;;;;;;;;;;;;;x
OPTB_MECH132;I don't need anymore human interaction for today.;;;;;;;;;;;;;x
TITLE_MECH_133;A farm on the countryside.;;;;;;;;;;;;;x
DESC_MECH_133;As I walked up to the farmer who was carrying some food for his cattle I asked him about his daily life. He told me it was always the same and that the winters were boring. However he told me about things that I had never expierenced before and that I would love to hear about.;;;;;;;;;;;;;x
OPTA_MECH133;Do you have some tea?;;;;;;;;;;;;;x
TITLE_MECH_134;Misty Forest;;;;;;;;;;;;;x
DESC_MECH_134;After a while of walking through the forest I felt rested and healthy. On my way back I felt I was being watched, but when I turned back I saw nothing. After taking a small break from walking the thing that had been watching me was a playsome spirit trying to tease me. I rarely encounter spirits so I made a break for it and ran.;;;;;;;;;;;;;x
OPTA_MECH134;They exist?;;;;;;;;;;;;;x
TITLE_MECH_135;Home sweet, home.;;;;;;;;;;;;;x
DESC_MECH_135;No where else is the best, as my own castle. The outside world is very fascinating.;;;;;;;;;;;;;x
OPTA_MECH135;I feel motivated!;;;;;;;;;;;;;x
desc_quest_design_toy;The Head Mechanic has requested you to build a toy to test your skills as a craftsman.;;;;;;;;;;;;;x
desc_quest_recruit_to_tech_society;The Head Mechanic has giving you the mission to recruit a new member to Guild.;;;;;;;;;;;;;x
desc_quest_build_factory;The Head Mechanic has given the mission to build a factory. With the help of the Guild you will be able to do it for cheaper as you will need to factory to manufacture parts for new projects.;;;;;;;;;;;;;x
desc_quest_pursue;As one of the Master Mechanics within the Guild you must master a form of craftsmanship.;;;;;;;;;;;;;x
desc_quest_inspiration;You have been tasked with going on out to take inspiration from other places.;;;;;;;;;;;;;x
quest_design_toy_succes_desc;You have succesfully completed the Design Toy quest, good job!;;;;;;;;;;;;;x
quest_design_toy_fail_desc;You have failed to design a toy.;;;;;;;;;;;;;x
succes_factory_quest_desc;You have succesfully built a factory within your realm and can now start producing parts for your projects!;;;;;;;;;;;;;x
failed_factory_quest_desc;You failed to built a factory and no longer have right to build a cheap factory untill you get another mission.;;;;;;;;;;;;;x
quest_build_factory_succes_option;Great!;;;;;;;;;;;;;x
quest_build_factory_fail_option;Oh the spirits...;;;;;;;;;;;;;x
quest_design_toy_succes_option;My kid loved it too!;;;;;;;;;;;;;x
quest_design_toy_fail_option;My kid didn't like it either…;;;;;;;;;;;;;x
quest_pursue_mastery_option;I'm a master of my craft.;;;;;;;;;;;;;x
quest_inspiration_option;I'm an inspired [GetManWoman]!;;;;;;;;;;;;;x
TITLE_MECH_110;Start Construction;;;;;;;;;;;;;x
DESC_MECH_110;The society has request me to put in some funds of my own in order to build the factory. Without it they won't be able to build it.;;;;;;;;;;;;;x
OPTA_MECH110;My money is what they need!;;;;;;;;;;;;;x
OPTB_MECH110;I'll use my standing in the society to leverage a bit of the pay.;;;;;;;;;;;;;x
OPTC_MECH110;They don't need everything…;;;;;;;;;;;;;x
quest_inspiration_succes_desc;You have taken a walk and learned about all the things people had to say.;;;;;;;;;;;;;x
